股票代號,名稱,成交量,成交金額,開盤價,最高價,最低價,收盤價,漲跌價,成交筆數,RSI,KD,MACD,SMA,Momentum,籌碼集中度
2006,東和鋼鐵,1484182,0,0.00,0.00,0.00,70.30,0.00,0,148.42,7.03,65.30,40.15,71.71,1484.18
2007,燁興,449883,0,0.00,0.00,0.00,7.88,0.00,0,44.99,0.79,2.88,8.94,8.04,449.88
2008,高興昌,13376,0,0.00,0.00,0.00,29.00,0.00,0,1.34,2.90,24.00,19.50,29.58,13.38
2009,第一銅,18118567,0,0.00,0.00,0.00,50.50,0.00,0,1811.86,5.05,45.50,30.25,51.51,18118.57
2010,春源,1014477,0,0.00,0.00,0.00,21.00,0.00,0,101.45,2.10,16.00,15.50,21.42,1014.48
2012,春雨,26559,0,0.00,0.00,0.00,16.95,0.00,0,2.66,1.69,11.95,13.47,17.29,26.56
2013,中鋼構,137205,0,0.00,0.00,0.00,41.65,0.00,0,13.72,4.17,36.65,25.82,42.48,137.21
2014,中鴻,14092285,0,0.00,0.00,0.00,16.60,0.00,0,1409.23,1.66,11.60,13.30,16.93,14092.28
2015,豐興,209595,0,0.00,0.00,0.00,63.50,0.00,0,20.96,6.35,58.50,36.75,64.77,209.59
2017,官田鋼,1807278,0,0.00,0.00,0.00,8.72,0.00,0,180.73,0.87,3.72,9.36,8.89,1807.28
2020,美亞,441439,0,0.00,0.00,0.00,23.55,0.00,0,44.14,2.35,18.55,16.77,24.02,441.44
2022,聚亨,669907,0,0.00,0.00,0.00,8.77,0.00,0,66.99,0.88,3.77,9.38,8.95,669.91
2023,燁輝,1799741,0,0.00,0.00,0.00,14.70,0.00,0,179.97,1.47,9.70,12.35,14.99,1799.74
2024,志聯,7707,0,0.00,0.00,0.00,15.65,0.00,0,0.77,1.56,10.65,12.82,15.96,7.71
2025,千興,292848,0,0.00,0.00,0.00,12.65,0.00,0,29.28,1.27,7.65,11.32,12.90,292.85
2027,大成鋼,39571593,0,0.00,0.00,0.00,36.45,0.00,0,3957.16,3.65,31.45,23.23,37.18,39571.59
2028,威致,157917,0,0.00,0.00,0.00,17.85,0.00,0,15.79,1.79,12.85,13.93,18.21,157.92
2029,盛餘,220125,0,0.00,0.00,0.00,20.75,0.00,0,22.01,2.08,15.75,15.38,21.16,220.12
2030,彰源,1643719,0,0.00,0.00,0.00,16.00,0.00,0,164.37,1.60,11.00,13.00,16.32,1643.72
2031,新光鋼,938007,0,0.00,0.00,0.00,38.65,0.00,0,93.80,3.86,33.65,24.32,39.42,938.01
2032,新鋼,800081,0,0.00,0.00,0.00,16.45,0.00,0,80.01,1.65,11.45,13.22,16.78,800.08
2033,佳大,106001,0,0.00,0.00,0.00,15.90,0.00,0,10.60,1.59,10.90,12.95,16.22,106.00
2034,允強,3661620,0,0.00,0.00,0.00,21.10,0.00,0,366.16,2.11,16.10,15.55,21.52,3661.62
2038,海光,726194,0,0.00,0.00,0.00,14.80,0.00,0,72.62,1.48,9.80,12.40,15.10,726.19
2049,上銀,12781357,0,0.00,0.00,0.00,231.50,0.00,0,1278.14,23.15,226.50,120.75,236.13,12781.36
2059,川湖,994725,0,0.00,0.00,0.00,3435.00,0.00,0,99.47,343.50,3430.00,1722.50,3503.70,994.73
2062,橋椿,320521,0,0.00,0.00,0.00,22.65,0.00,0,32.05,2.26,17.65,16.32,23.10,320.52
2069,運錩,512669,0,0.00,0.00,0.00,19.60,0.00,0,51.27,1.96,14.60,14.80,19.99,512.67
2101,南港,1097964,0,0.00,0.00,0.00,36.90,0.00,0,109.80,3.69,31.90,23.45,37.64,1097.96
2102,泰豐,660147,0,0.00,0.00,0.00,19.65,0.00,0,66.01,1.96,14.65,14.82,20.04,660.15
2103,台橡,6449082,0,0.00,0.00,0.00,15.45,0.00,0,644.91,1.54,10.45,12.72,15.76,6449.08
2104,國際中橡,6785095,0,0.00,0.00,0.00,12.20,0.00,0,678.51,1.22,7.20,11.10,12.44,6785.10
2105,正新,8517946,0,0.00,0.00,0.00,30.90,0.00,0,851.79,3.09,25.90,20.45,31.52,8517.95
2106,建大,898848,0,0.00,0.00,0.00,20.20,0.00,0,89.88,2.02,15.20,15.10,20.60,898.85
2107,厚生,461735,0,0.00,0.00,0.00,25.15,0.00,0,46.17,2.51,20.15,17.57,25.65,461.74
2108,南帝,694968,0,0.00,0.00,0.00,24.20,0.00,0,69.50,2.42,19.20,17.10,24.68,694.97
2109,華豐,155399,0,0.00,0.00,0.00,14.95,0.00,0,15.54,1.49,9.95,12.47,15.25,155.40
2114,鑫永銓,66722,0,0.00,0.00,0.00,89.30,0.00,0,6.67,8.93,84.30,49.65,91.09,66.72
2115,六暉-KY,45609,0,0.00,0.00,0.00,25.20,0.00,0,4.56,2.52,20.20,17.60,25.70,45.61
2201,裕隆,4006658,0,0.00,0.00,0.00,31.35,0.00,0,400.67,3.14,26.35,20.68,31.98,4006.66
2204,中華,626715,0,0.00,0.00,0.00,55.90,0.00,0,62.67,5.59,50.90,32.95,57.02,626.72
2206,三陽工業,1839222,0,0.00,0.00,0.00,57.20,0.00,0,183.92,5.72,52.20,33.60,58.34,1839.22
2207,和泰車,285176,0,0.00,0.00,0.00,526.00,0.00,0,28.52,52.60,521.00,268.00,536.52,285.18
2208,台船,4170467,0,0.00,0.00,0.00,22.05,0.00,0,417.05,2.21,17.05,16.02,22.49,4170.47
2211,長榮鋼,766688,0,0.00,0.00,0.00,100.50,0.00,0,76.67,10.05,95.50,55.25,102.51,766.69
2227,裕日車,46667,0,0.00,0.00,0.00,53.20,0.00,0,4.67,5.32,48.20,31.60,54.26,46.67
2228,劍麟,604516,0,0.00,0.00,0.00,101.00,0.00,0,60.45,10.10,96.00,55.50,103.02,604.52
2231,為升,472905,0,0.00,0.00,0.00,96.90,0.00,0,47.29,9.69,91.90,53.45,98.84,472.90
2233,宇隆,2556044,0,0.00,0.00,0.00,235.50,0.00,0,255.60,23.55,230.50,122.75,240.21,2556.04
2236,百達-KY,162426,0,0.00,0.00,0.00,112.50,0.00,0,16.24,11.25,107.50,61.25,114.75,162.43
2239,英利-KY,71246,0,0.00,0.00,0.00,29.25,0.00,0,7.12,2.92,24.25,19.62,29.84,71.25
2241,艾姆勒,502556,0,0.00,0.00,0.00,33.30,0.00,0,50.26,3.33,28.30,21.65,33.97,502.56
2243,宏旭-KY,160809,0,0.00,0.00,0.00,11.15,0.00,0,16.08,1.11,6.15,10.57,11.37,160.81
2247,汎德永業,55137,0,0.00,0.00,0.00,270.00,0.00,0,5.51,27.00,265.00,140.00,275.40,55.14
2248,華勝-KY,22050,0,0.00,0.00,0.00,49.25,0.00,0,2.21,4.92,44.25,29.62,50.23,22.05
2250,IKKA-KY,151988,0,0.00,0.00,0.00,76.30,0.00,0,15.20,7.63,71.30,43.15,77.83,151.99
2254,巨鎧精密-創,104000,0,0.00,0.00,0.00,59.20,0.00,0,10.40,5.92,54.20,34.60,60.38,104.00
2258,鴻華先進-創,373024,0,0.00,0.00,0.00,38.60,0.00,0,37.30,3.86,33.60,24.30,39.37,373.02
2301,光寶科,29509746,0,0.00,0.00,0.00,165.50,0.00,0,2950.97,16.55,160.50,87.75,168.81,29509.75
2302,麗正,2088389,0,0.00,0.00,0.00,20.30,0.00,0,208.84,2.03,15.30,15.15,20.71,2088.39
2303,聯電,224232465,0,0.00,0.00,0.00,65.30,0.00,0,22423.25,6.53,60.30,37.65,66.61,224232.46
2305,全友,1391576,0,0.00,0.00,0.00,14.00,0.00,0,139.16,1.40,9.00,12.00,14.28,1391.58
2308,台達電,12706383,0,0.00,0.00,0.00,1205.00,0.00,0,1270.64,120.50,1200.00,607.50,1229.10,12706.38
2312,金寶,40120634,0,0.00,0.00,0.00,26.70,0.00,0,4012.06,2.67,21.70,18.35,27.23,40120.63
2313,華通,151595553,0,0.00,0.00,0.00,173.50,0.00,0,15159.56,17.35,168.50,91.75,176.97,151595.55
2314,台揚,186690,0,0.00,0.00,0.00,22.25,0.00,0,18.67,2.23,17.25,16.12,22.70,186.69
2316,楠梓電,1851816,0,0.00,0.00,0.00,97.60,0.00,0,185.18,9.76,92.60,53.80,99.55,1851.82
2317,鴻海,39194299,0,0.00,0.00,0.00,220.00,0.00,0,3919.43,22.00,215.00,115.00,224.40,39194.30
2321,東訊,3742,0,0.00,0.00,0.00,16.90,0.00,0,0.37,1.69,11.90,13.45,17.24,3.74
2323,中環,7385114,0,0.00,0.00,0.00,10.80,0.00,0,738.51,1.08,5.80,10.40,11.02,7385.11
2324,仁寶,48904682,0,0.00,0.00,0.00,32.25,0.00,0,4890.47,3.23,27.25,21.12,32.90,48904.68
2327,國巨*,24894313,0,0.00,0.00,0.00,285.00,0.00,0,2489.43,28.50,280.00,147.50,290.70,24894.31
2328,廣宇,10331685,0,0.00,0.00,0.00,51.90,0.00,0,1033.17,5.19,46.90,30.95,52.94,10331.68
2329,華泰,30313170,0,0.00,0.00,0.00,62.40,0.00,0,3031.32,6.24,57.40,36.20,63.65,30313.17
2330,台積電,25188860,0,0.00,0.00,0.00,1755.00,0.00,0,2518.89,175.50,1750.00,882.50,1790.10,25188.86
2331,精英,25854130,0,0.00,0.00,0.00,27.70,0.00,0,2585.41,2.77,22.70,18.85,28.25,25854.13
2332,友訊,2644632,0,0.00,0.00,0.00,16.55,0.00,0,264.46,1.66,11.55,13.28,16.88,2644.63
2337,旺宏,207650733,0,0.00,0.00,0.00,69.80,0.00,0,20765.07,6.98,64.80,39.90,71.20,207650.73
2338,光罩,2168002,0,0.00,0.00,0.00,39.45,0.00,0,216.80,3.95,34.45,24.73,40.24,2168.00
2340,台亞,2856402,0,0.00,0.00,0.00,27.25,0.00,0,285.64,2.73,22.25,18.62,27.80,2856.40
2342,茂矽,5891488,0,0.00,0.00,0.00,33.95,0.00,0,589.15,3.40,28.95,21.98,34.63,5891.49
2344,華邦電,59539991,0,0.00,0.00,0.00,107.00,0.00,0,5954.00,10.70,102.00,58.50,109.14,59539.99
2345,智邦,4773611,0,0.00,0.00,0.00,1135.00,0.00,0,477.36,113.50,1130.00,572.50,1157.70,4773.61
2347,聯強,3253550,0,0.00,0.00,0.00,66.30,0.00,0,325.36,6.63,61.30,38.15,67.63,3253.55
2348,海悅,279247,0,0.00,0.00,0.00,77.60,0.00,0,27.92,7.76,72.60,43.80,79.15,279.25
2348A,海悅甲特,35000,0,0.00,0.00,0.00,36.70,0.00,0,3.50,3.67,31.70,23.35,37.43,35.00
2349,錸德,6055124,0,0.00,0.00,0.00,14.45,0.00,0,605.51,1.44,9.45,12.22,14.74,6055.12
2351,順德,3873672,0,0.00,0.00,0.00,84.70,0.00,0,387.37,8.47,79.70,47.35,86.39,3873.67
2352,佳世達,30728249,0,0.00,0.00,0.00,26.75,0.00,0,3072.82,2.67,21.75,18.38,27.29,30728.25
2353,宏碁,33190125,0,0.00,0.00,0.00,26.00,0.00,0,3319.01,2.60,21.00,18.00,26.52,33190.12
2354,鴻準,4309222,0,0.00,0.00,0.00,59.00,0.00,0,430.92,5.90,54.00,34.50,60.18,4309.22
2355,敬鵬,50040668,0,0.00,0.00,0.00,38.60,0.00,0,5004.07,3.86,33.60,24.30,39.37,50040.67
2356,英業達,57815093,0,0.00,0.00,0.00,46.15,0.00,0,5781.51,4.62,41.15,28.07,47.07,57815.09
2357,華碩,3842376,0,0.00,0.00,0.00,503.00,0.00,0,384.24,50.30,498.00,256.50,513.06,3842.38
2359,所羅門,3226081,0,0.00,0.00,0.00,133.50,0.00,0,322.61,13.35,128.50,71.75,136.17,3226.08
2360,致茂,1815425,0,0.00,0.00,0.00,1000.00,0.00,0,181.54,100.00,995.00,505.00,1020.00,1815.42
2362,藍天,457324,0,0.00,0.00,0.00,38.80,0.00,0,45.73,3.88,33.80,24.40,39.58,457.32
2363,矽統,10134929,0,0.00,0.00,0.00,53.30,0.00,0,1013.49,5.33,48.30,31.65,54.37,10134.93
2364,倫飛,83059,0,0.00,0.00,0.00,65.20,0.00,0,8.31,6.52,60.20,37.60,66.50,83.06
2365,昆盈,20408676,0,0.00,0.00,0.00,38.20,0.00,0,2040.87,3.82,33.20,24.10,38.96,20408.68
2367,燿華,145737573,0,0.00,0.00,0.00,45.70,0.00,0,14573.76,4.57,40.70,27.85,46.61,145737.57
2368,金像電,7808831,0,0.00,0.00,0.00,636.00,0.00,0,780.88,63.60,631.00,323.00,648.72,7808.83
2369,菱生,20319437,0,0.00,0.00,0.00,27.25,0.00,0,2031.94,2.73,22.25,18.62,27.80,20319.44
2371,大同,36724534,0,0.00,0.00,0.00,39.55,0.00,0,3672.45,3.95,34.55,24.77,40.34,36724.53
2373,震旦行,43520,0,0.00,0.00,0.00,54.20,0.00,0,4.35,5.42,49.20,32.10,55.28,43.52
2374,佳能,41621816,0,0.00,0.00,0.00,84.30,0.00,0,4162.18,8.43,79.30,47.15,85.99,41621.82
2375,凱美,4112119,0,0.00,0.00,0.00,98.70,0.00,0,411.21,9.87,93.70,54.35,100.67,4112.12
2376,技嘉,3115112,0,0.00,0.00,0.00,238.00,0.00,0,311.51,23.80,233.00,124.00,242.76,3115.11
2377,微星,6985870,0,0.00,0.00,0.00,98.80,0.00,0,698.59,9.88,93.80,54.40,100.78,6985.87
2379,瑞昱,2602281,0,0.00,0.00,0.00,501.00,0.00,0,260.23,50.10,496.00,255.50,511.02,2602.28
2380,虹光,136894,0,0.00,0.00,0.00,4.96,0.00,0,13.69,0.50,-0.04,7.48,5.06,136.89
2382,廣達,18873978,0,0.00,0.00,0.00,280.50,0.00,0,1887.40,28.05,275.50,145.25,286.11,18873.98
2383,台光電,3270138,0,0.00,0.00,0.00,1715.00,0.00,0,327.01,171.50,1710.00,862.50,1749.30,3270.14
2385,群光,4493124,0,0.00,0.00,0.00,118.00,0.00,0,449.31,11.80,113.00,64.00,120.36,4493.12
2387,精元,347384,0,0.00,0.00,0.00,39.35,0.00,0,34.74,3.94,34.35,24.68,40.14,347.38
2388,威盛,7132308,0,0.00,0.00,0.00,54.20,0.00,0,713.23,5.42,49.20,32.10,55.28,7132.31
2390,云辰,484703,0,0.00,0.00,0.00,10.75,0.00,0,48.47,1.07,5.75,10.38,10.96,484.70
2392,正崴,1471334,0,0.00,0.00,0.00,41.00,0.00,0,147.13,4.10,36.00,25.50,41.82,1471.33
2393,億光,4982694,0,0.00,0.00,0.00,55.40,0.00,0,498.27,5.54,50.40,32.70,56.51,4982.69
2395,研華,1494869,0,0.00,0.00,0.00,286.00,0.00,0,149.49,28.60,281.00,148.00,291.72,1494.87
2397,友通,219275,0,0.00,0.00,0.00,61.60,0.00,0,21.93,6.16,56.60,35.80,62.83,219.28
2399,映泰,4554602,0,0.00,0.00,0.00,26.95,0.00,0,455.46,2.69,21.95,18.48,27.49,4554.60
2401,凌陽,3528003,0,0.00,0.00,0.00,22.25,0.00,0,352.80,2.23,17.25,16.12,22.70,3528.00
2402,毅嘉,6255433,0,0.00,0.00,0.00,55.60,0.00,0,625.54,5.56,50.60,32.80,56.71,6255.43
2404,漢唐,3681605,0,0.00,0.00,0.00,951.00,0.00,0,368.16,95.10,946.00,480.50,970.02,3681.61
2405,輔信,2236725,0,0.00,0.00,0.00,17.50,0.00,0,223.67,1.75,12.50,13.75,17.85,2236.72
2406,國碩,16820919,0,0.00,0.00,0.00,28.90,0.00,0,1682.09,2.89,23.90,19.45,29.48,16820.92
2408,南亞科,112336106,0,0.00,0.00,0.00,274.50,0.00,0,11233.61,27.45,269.50,142.25,279.99,112336.11
2409,友達,104980040,0,0.00,0.00,0.00,15.10,0.00,0,10498.00,1.51,10.10,12.55,15.40,104980.04
2412,中華電,5242192,0,0.00,0.00,0.00,133.50,0.00,0,524.22,13.35,128.50,71.75,136.17,5242.19
2413,環科,6917125,0,0.00,0.00,0.00,44.55,0.00,0,691.71,4.46,39.55,27.27,45.44,6917.12
2414,精技,229059,0,0.00,0.00,0.00,40.70,0.00,0,22.91,4.07,35.70,25.35,41.51,229.06
2415,錩新,72532,0,0.00,0.00,0.00,27.35,0.00,0,7.25,2.74,22.35,18.68,27.90,72.53
2417,圓剛,1203771,0,0.00,0.00,0.00,39.85,0.00,0,120.38,3.99,34.85,24.93,40.65,1203.77
2419,仲琦,4451824,0,0.00,0.00,0.00,30.75,0.00,0,445.18,3.08,25.75,20.38,31.37,4451.82
2420,新巨,360009,0,0.00,0.00,0.00,53.10,0.00,0,36.00,5.31,48.10,31.55,54.16,360.01
2421,建準,1624762,0,0.00,0.00,0.00,150.50,0.00,0,162.48,15.05,145.50,80.25,153.51,1624.76
2423,固緯,163567,0,0.00,0.00,0.00,53.70,0.00,0,16.36,5.37,48.70,31.85,54.77,163.57
2424,隴華,32208,0,0.00,0.00,0.00,35.50,0.00,0,3.22,3.55,30.50,22.75,36.21,32.21
2425,承啟,207576,0,0.00,0.00,0.00,30.50,0.00,0,20.76,3.05,25.50,20.25,31.11,207.58
2426,鼎元,1629717,0,0.00,0.00,0.00,19.05,0.00,0,162.97,1.91,14.05,14.53,19.43,1629.72
2427,三商電,757387,0,0.00,0.00,0.00,26.70,0.00,0,75.74,2.67,21.70,18.35,27.23,757.39
2428,興勤,619153,0,0.00,0.00,0.00,172.50,0.00,0,61.92,17.25,167.50,91.25,175.95,619.15
2429,銘旺科,516525,0,0.00,0.00,0.00,70.00,0.00,0,51.65,7.00,65.00,40.00,71.40,516.52
2430,燦坤,102993,0,0.00,0.00,0.00,22.50,0.00,0,10.30,2.25,17.50,16.25,22.95,102.99
2431,聯昌,2169946,0,0.00,0.00,0.00,16.05,0.00,0,216.99,1.60,11.05,13.03,16.37,2169.95
2432,倚天酷碁-創,17178,0,0.00,0.00,0.00,24.80,0.00,0,1.72,2.48,19.80,17.40,25.30,17.18
2433,互盛電,34510,0,0.00,0.00,0.00,46.70,0.00,0,3.45,4.67,41.70,28.35,47.63,34.51
2434,統懋,34488,0,0.00,0.00,0.00,29.40,0.00,0,3.45,2.94,24.40,19.70,29.99,34.49
2436,偉詮電,1539312,0,0.00,0.00,0.00,51.00,0.00,0,153.93,5.10,46.00,30.50,52.02,1539.31
2438,翔耀,686083,0,0.00,0.00,0.00,22.70,0.00,0,68.61,2.27,17.70,16.35,23.15,686.08
2439,美律,1069955,0,0.00,0.00,0.00,104.50,0.00,0,107.00,10.45,99.50,57.25,106.59,1069.95
2440,太空梭,781479,0,0.00,0.00,0.00,16.05,0.00,0,78.15,1.60,11.05,13.03,16.37,781.48
2441,超豐,13752001,0,0.00,0.00,0.00,97.70,0.00,0,1375.20,9.77,92.70,53.85,99.65,13752.00
2442,新美齊,906734,0,0.00,0.00,0.00,22.35,0.00,0,90.67,2.24,17.35,16.18,22.80,906.73
2444,兆勁,2038247,0,0.00,0.00,0.00,13.55,0.00,0,203.82,1.35,8.55,11.78,13.82,2038.25
2449,京元電子,25952980,0,0.00,0.00,0.00,284.00,0.00,0,2595.30,28.40,279.00,147.00,289.68,25952.98
2450,神腦,114889,0,0.00,0.00,0.00,28.95,0.00,0,11.49,2.90,23.95,19.48,29.53,114.89
2451,創見,20227424,0,0.00,0.00,0.00,242.00,0.00,0,2022.74,24.20,237.00,126.00,246.84,20227.42
2453,凌群,8587626,0,0.00,0.00,0.00,59.00,0.00,0,858.76,5.90,54.00,34.50,60.18,8587.63
2454,聯發科,24725299,0,0.00,0.00,0.00,1720.00,0.00,0,2472.53,172.00,1715.00,865.00,1754.40,24725.30
2455,全新,7019591,0,0.00,0.00,0.00,165.00,0.00,0,701.96,16.50,160.00,87.50,168.30,7019.59
2457,飛宏,23511140,0,0.00,0.00,0.00,33.60,0.00,0,2351.11,3.36,28.60,21.80,34.27,23511.14
2458,義隆,2247071,0,0.00,0.00,0.00,119.00,0.00,0,224.71,11.90,114.00,64.50,121.38,2247.07
2459,敦吉,47219,0,0.00,0.00,0.00,67.50,0.00,0,4.72,6.75,62.50,38.75,68.85,47.22
2460,建通,303246,0,0.00,0.00,0.00,22.80,0.00,0,30.32,2.28,17.80,16.40,23.26,303.25
2461,光群雷,493860,0,0.00,0.00,0.00,16.55,0.00,0,49.39,1.66,11.55,13.28,16.88,493.86
2462,良得電,8289502,0,0.00,0.00,0.00,27.20,0.00,0,828.95,2.72,22.20,18.60,27.74,8289.50
2464,盟立,18073983,0,0.00,0.00,0.00,68.80,0.00,0,1807.40,6.88,63.80,39.40,70.18,18073.98
2465,麗臺,506200,0,0.00,0.00,0.00,57.30,0.00,0,50.62,5.73,52.30,33.65,58.45,506.20
2466,冠西電,1577225,0,0.00,0.00,0.00,60.70,0.00,0,157.72,6.07,55.70,35.35,61.91,1577.22
2467,志聖,1921587,0,0.00,0.00,0.00,230.50,0.00,0,192.16,23.05,225.50,120.25,235.11,1921.59
2468,華經,421109,0,0.00,0.00,0.00,40.65,0.00,0,42.11,4.06,35.65,25.32,41.46,421.11
2471,資通,177484,0,0.00,0.00,0.00,53.20,0.00,0,17.75,5.32,48.20,31.60,54.26,177.48
2472,立隆電,2919596,0,0.00,0.00,0.00,114.50,0.00,0,291.96,11.45,109.50,62.25,116.79,2919.60
2474,可成,3016422,0,0.00,0.00,0.00,201.50,0.00,0,301.64,20.15,196.50,105.75,205.53,3016.42
2476,鉅祥,965854,0,0.00,0.00,0.00,91.00,0.00,0,96.59,9.10,86.00,50.50,92.82,965.85
2477,美隆電,673978,0,0.00,0.00,0.00,26.20,0.00,0,67.40,2.62,21.20,18.10,26.72,673.98
2478,大毅,7696449,0,0.00,0.00,0.00,71.30,0.00,0,769.64,7.13,66.30,40.65,72.73,7696.45
2480,敦陽科,200417,0,0.00,0.00,0.00,139.50,0.00,0,20.04,13.95,134.50,74.75,142.29,200.42
2481,強茂,14524185,0,0.00,0.00,0.00,87.70,0.00,0,1452.42,8.77,82.70,48.85,89.45,14524.18
2482,連宇,131399,0,0.00,0.00,0.00,18.40,0.00,0,13.14,1.84,13.40,14.20,18.77,131.40
2483,百容,491663,0,0.00,0.00,0.00,20.10,0.00,0,49.17,2.01,15.10,15.05,20.50,491.66
2484,希華,8380251,0,0.00,0.00,0.00,29.00,0.00,0,838.03,2.90,24.00,19.50,29.58,8380.25
2485,兆赫,15915537,0,0.00,0.00,0.00,36.95,0.00,0,1591.55,3.70,31.95,23.48,37.69,15915.54
2486,一詮,30166500,0,0.00,0.00,0.00,112.50,0.00,0,3016.65,11.25,107.50,61.25,114.75,30166.50
2488,漢平,178041,0,0.00,0.00,0.00,46.40,0.00,0,17.80,4.64,41.40,28.20,47.33,178.04
2489,瑞軒,28686398,0,0.00,0.00,0.00,22.20,0.00,0,2868.64,2.22,17.20,16.10,22.64,28686.40
2491,吉祥全,185871,0,0.00,0.00,0.00,18.65,0.00,0,18.59,1.86,13.65,14.32,19.02,185.87
2492,華新科,18360498,0,0.00,0.00,0.00,148.00,0.00,0,1836.05,14.80,143.00,79.00,150.96,18360.50
2493,揚博,1018260,0,0.00,0.00,0.00,110.00,0.00,0,101.83,11.00,105.00,60.00,112.20,1018.26
2495,普安,9993401,0,0.00,0.00,0.00,33.90,0.00,0,999.34,3.39,28.90,21.95,34.58,9993.40
2496,卓越,24401,0,0.00,0.00,0.00,69.30,0.00,0,2.44,6.93,64.30,39.65,70.69,24.40
2497,怡利電,358813,0,0.00,0.00,0.00,52.80,0.00,0,35.88,5.28,47.80,31.40,53.86,358.81
2498,宏達電,9917963,0,0.00,0.00,0.00,46.65,0.00,0,991.80,4.67,41.65,28.32,47.58,9917.96
2501,國建,1912537,0,0.00,0.00,0.00,22.40,0.00,0,191.25,2.24,17.40,16.20,22.85,1912.54
2504,國產,1073381,0,0.00,0.00,0.00,35.90,0.00,0,107.34,3.59,30.90,22.95,36.62,1073.38
2505,國揚,180005,0,0.00,0.00,0.00,19.55,0.00,0,18.00,1.96,14.55,14.78,19.94,180.00
2506,太設,199308,0,0.00,0.00,0.00,8.85,0.00,0,19.93,0.89,3.85,9.43,9.03,199.31
2509,全坤建,135460,0,0.00,0.00,0.00,15.10,0.00,0,13.55,1.51,10.10,12.55,15.40,135.46
2511,太子,1194405,0,0.00,0.00,0.00,8.36,0.00,0,119.44,0.84,3.36,9.18,8.53,1194.40
2514,龍邦,85267,0,0.00,0.00,0.00,14.85,0.00,0,8.53,1.48,9.85,12.43,15.15,85.27
2515,中工,22829045,0,0.00,0.00,0.00,13.80,0.00,0,2282.90,1.38,8.80,11.90,14.08,22829.04
2516,新建,158062,0,0.00,0.00,0.00,14.50,0.00,0,15.81,1.45,9.50,12.25,14.79,158.06
2520,冠德,1612136,0,0.00,0.00,0.00,32.35,0.00,0,161.21,3.24,27.35,21.18,33.00,1612.14
2524,京城,88483,0,0.00,0.00,0.00,41.15,0.00,0,8.85,4.12,36.15,25.57,41.97,88.48
2527,宏璟,278904,0,0.00,0.00,0.00,29.75,0.00,0,27.89,2.98,24.75,19.88,30.34,278.90
2528,皇普,921887,0,0.00,0.00,0.00,28.95,0.00,0,92.19,2.90,23.95,19.48,29.53,921.89
2530,華建,832348,0,0.00,0.00,0.00,27.20,0.00,0,83.23,2.72,22.20,18.60,27.74,832.35
2534,宏盛,435642,0,0.00,0.00,0.00,19.90,0.00,0,43.56,1.99,14.90,14.95,20.30,435.64
2535,達欣工,872345,0,0.00,0.00,0.00,68.70,0.00,0,87.23,6.87,63.70,39.35,70.07,872.35
2536,宏普,297035,0,0.00,0.00,0.00,23.15,0.00,0,29.70,2.31,18.15,16.57,23.61,297.04
2537,聯上發,914527,0,0.00,0.00,0.00,10.65,0.00,0,91.45,1.06,5.65,10.32,10.86,914.53
2538,基泰,202966,0,0.00,0.00,0.00,10.80,0.00,0,20.30,1.08,5.80,10.40,11.02,202.97
2539,櫻花建,456027,0,0.00,0.00,0.00,47.75,0.00,0,45.60,4.78,42.75,28.88,48.70,456.03
2540,愛山林,739726,0,0.00,0.00,0.00,48.55,0.00,0,73.97,4.85,43.55,29.27,49.52,739.73
2542,興富發,3912349,0,0.00,0.00,0.00,37.75,0.00,0,391.23,3.77,32.75,23.88,38.51,3912.35
2543,皇昌,1376224,0,0.00,0.00,0.00,63.40,0.00,0,137.62,6.34,58.40,36.70,64.67,1376.22
2545,皇翔,266947,0,0.00,0.00,0.00,37.25,0.00,0,26.69,3.73,32.25,23.62,37.99,266.95
2546,根基,186191,0,0.00,0.00,0.00,87.30,0.00,0,18.62,8.73,82.30,48.65,89.05,186.19
2547,日勝生,1424278,0,0.00,0.00,0.00,10.90,0.00,0,142.43,1.09,5.90,10.45,11.12,1424.28
2548,華固,702595,0,0.00,0.00,0.00,107.00,0.00,0,70.26,10.70,102.00,58.50,109.14,702.60
2597,潤弘,329975,0,0.00,0.00,0.00,170.50,0.00,0,33.00,17.05,165.50,90.25,173.91,329.98
2601,益航,2731229,0,0.00,0.00,0.00,5.50,0.00,0,273.12,0.55,0.50,7.75,5.61,2731.23
2603,長榮,9269772,0,0.00,0.00,0.00,186.50,0.00,0,926.98,18.65,181.50,98.25,190.23,9269.77
2605,新興,6715817,0,0.00,0.00,0.00,28.40,0.00,0,671.58,2.84,23.40,19.20,28.97,6715.82
2606,裕民,3998684,0,0.00,0.00,0.00,61.60,0.00,0,399.87,6.16,56.60,35.80,62.83,3998.68
2607,榮運,358136,0,0.00,0.00,0.00,57.10,0.00,0,35.81,5.71,52.10,33.55,58.24,358.14
2608,嘉里大榮,115504,0,0.00,0.00,0.00,32.80,0.00,0,11.55,3.28,27.80,21.40,33.46,115.50
2609,陽明,10409497,0,0.00,0.00,0.00,53.30,0.00,0,1040.95,5.33,48.30,31.65,54.37,10409.50
2610,華航,29555745,0,0.00,0.00,0.00,22.00,0.00,0,2955.57,2.20,17.00,16.00,22.44,29555.74
2611,志信,388335,0,0.00,0.00,0.00,15.00,0.00,0,38.83,1.50,10.00,12.50,15.30,388.33
