股票代號,名稱,成交量,成交金額,開盤價,最高價,最低價,收盤價,漲跌價,成交筆數,RSI,KD,MACD,SMA,Momentum,籌碼集中度
6671,三能-KY,7000,0,0.00,0.00,0.00,37.20,0.00,0,0.70,3.72,32.20,23.60,37.94,7.00
6672,騰輝電子-KY,3874353,0,0.00,0.00,0.00,100.50,0.00,0,387.44,10.05,95.50,55.25,102.51,3874.35
6674,鋐寶科技,24036,0,0.00,0.00,0.00,20.75,0.00,0,2.40,2.08,15.75,15.38,21.16,24.04
6689,伊雲谷,480846,0,0.00,0.00,0.00,62.30,0.00,0,48.08,6.23,57.30,36.15,63.55,480.85
6691,洋基工程,689601,0,0.00,0.00,0.00,595.00,0.00,0,68.96,59.50,590.00,302.50,606.90,689.60
6695,芯鼎,564838,0,0.00,0.00,0.00,44.55,0.00,0,56.48,4.46,39.55,27.27,45.44,564.84
6698,旭暉應材,291181,0,0.00,0.00,0.00,35.90,0.00,0,29.12,3.59,30.90,22.95,36.62,291.18
6706,惠特,1695588,0,0.00,0.00,0.00,110.50,0.00,0,169.56,11.05,105.50,60.25,112.71,1695.59
6715,嘉基,238278,0,0.00,0.00,0.00,112.00,0.00,0,23.83,11.20,107.00,61.00,114.24,238.28
6719,力智,746216,0,0.00,0.00,0.00,195.50,0.00,0,74.62,19.55,190.50,102.75,199.41,746.22
6722,輝創,335724,0,0.00,0.00,0.00,41.70,0.00,0,33.57,4.17,36.70,25.85,42.53,335.72
6742,澤米,866966,0,0.00,0.00,0.00,46.25,0.00,0,86.70,4.62,41.25,28.12,47.18,866.97
6743,安普新,356828,0,0.00,0.00,0.00,28.00,0.00,0,35.68,2.80,23.00,19.00,28.56,356.83
6753,龍德造船,3784020,0,0.00,0.00,0.00,150.00,0.00,0,378.40,15.00,145.00,80.00,153.00,3784.02
6754,匯僑設計,27640,0,0.00,0.00,0.00,45.20,0.00,0,2.76,4.52,40.20,27.60,46.10,27.64
6756,威鋒電子,334099,0,0.00,0.00,0.00,83.40,0.00,0,33.41,8.34,78.40,46.70,85.07,334.10
6757,台灣虎航,838400,0,0.00,0.00,0.00,68.30,0.00,0,83.84,6.83,63.30,39.15,69.67,838.40
6768,志強-KY,392171,0,0.00,0.00,0.00,105.50,0.00,0,39.22,10.55,100.50,57.75,107.61,392.17
6770,力積電,316571827,0,0.00,0.00,0.00,58.50,0.00,0,31657.18,5.85,53.50,34.25,59.67,316571.83
6771,平和環保-創,32144,0,0.00,0.00,0.00,44.15,0.00,0,3.21,4.42,39.15,27.07,45.03,32.14
6776,展碁國際,1889881,0,0.00,0.00,0.00,58.90,0.00,0,188.99,5.89,53.90,34.45,60.08,1889.88
6781,AES-KY,661658,0,0.00,0.00,0.00,1185.00,0.00,0,66.17,118.50,1180.00,597.50,1208.70,661.66
6782,視陽,128210,0,0.00,0.00,0.00,173.00,0.00,0,12.82,17.30,168.00,91.50,176.46,128.21
6789,采鈺,3169609,0,0.00,0.00,0.00,282.00,0.00,0,316.96,28.20,277.00,146.00,287.64,3169.61
6790,永豐實,83867,0,0.00,0.00,0.00,38.10,0.00,0,8.39,3.81,33.10,24.05,38.86,83.87
6792,詠業,539049,0,0.00,0.00,0.00,59.50,0.00,0,53.90,5.95,54.50,34.75,60.69,539.05
6794,向榮生技,44126,0,0.00,0.00,0.00,87.30,0.00,0,4.41,8.73,82.30,48.65,89.05,44.13
6796,晉弘,91425,0,0.00,0.00,0.00,87.60,0.00,0,9.14,8.76,82.60,48.80,89.35,91.42
6799,來頡,191350,0,0.00,0.00,0.00,87.40,0.00,0,19.14,8.74,82.40,48.70,89.15,191.35
6805,富世達,1806855,0,0.00,0.00,0.00,1375.00,0.00,0,180.69,137.50,1370.00,692.50,1402.50,1806.86
6806,森崴能源,4746583,0,0.00,0.00,0.00,53.30,0.00,0,474.66,5.33,48.30,31.65,54.37,4746.58
6807,峰源-KY,9102,0,0.00,0.00,0.00,45.55,0.00,0,0.91,4.55,40.55,27.77,46.46,9.10
6830,汎銓,591903,0,0.00,0.00,0.00,174.00,0.00,0,59.19,17.40,169.00,92.00,177.48,591.90
6831,邁科,1434812,0,0.00,0.00,0.00,241.00,0.00,0,143.48,24.10,236.00,125.50,245.82,1434.81
6834,天二科技,980269,0,0.00,0.00,0.00,33.15,0.00,0,98.03,3.31,28.15,21.57,33.81,980.27
6835,圓裕,47001,0,0.00,0.00,0.00,39.00,0.00,0,4.70,3.90,34.00,24.50,39.78,47.00
6838,台新藥,858122,0,0.00,0.00,0.00,29.45,0.00,0,85.81,2.94,24.45,19.73,30.04,858.12
6854,錼創科技-KY創,1087960,0,0.00,0.00,0.00,111.00,0.00,0,108.80,11.10,106.00,60.50,113.22,1087.96
6861,睿生光電,172553,0,0.00,0.00,0.00,66.10,0.00,0,17.26,6.61,61.10,38.05,67.42,172.55
6862,三集瑞-KY,417660,0,0.00,0.00,0.00,185.50,0.00,0,41.77,18.55,180.50,97.75,189.21,417.66
6863,永道-KY,82880,0,0.00,0.00,0.00,114.50,0.00,0,8.29,11.45,109.50,62.25,116.79,82.88
6869,雲豹能源,6280139,0,0.00,0.00,0.00,116.00,0.00,0,628.01,11.60,111.00,63.00,118.32,6280.14
6873,泓德能源,707482,0,0.00,0.00,0.00,117.50,0.00,0,70.75,11.75,112.50,63.75,119.85,707.48
6885,全福生技,268392,0,0.00,0.00,0.00,27.70,0.00,0,26.84,2.77,22.70,18.85,28.25,268.39
6887,寶綠特-KY,3000,0,0.00,0.00,0.00,60.70,0.00,0,0.30,6.07,55.70,35.35,61.91,3.00
6890,來億-KY,386859,0,0.00,0.00,0.00,233.50,0.00,0,38.69,23.35,228.50,121.75,238.17,386.86
6901,鑽石投資,1839405,0,0.00,0.00,0.00,17.75,0.00,0,183.94,1.77,12.75,13.88,18.11,1839.40
6902,GOGOLOOK,51485,0,0.00,0.00,0.00,78.30,0.00,0,5.15,7.83,73.30,44.15,79.87,51.48
6906,現觀科,26887,0,0.00,0.00,0.00,77.90,0.00,0,2.69,7.79,72.90,43.95,79.46,26.89
6909,創控,553159,0,0.00,0.00,0.00,45.85,0.00,0,55.32,4.58,40.85,27.93,46.77,553.16
6914,阜爾運通,94875,0,0.00,0.00,0.00,143.00,0.00,0,9.49,14.30,138.00,76.50,145.86,94.88
6916,華凌,151314,0,0.00,0.00,0.00,18.80,0.00,0,15.13,1.88,13.80,14.40,19.18,151.31
6918,愛派司,29112,0,0.00,0.00,0.00,80.50,0.00,0,2.91,8.05,75.50,45.25,82.11,29.11
6919,康霈*,9432731,0,0.00,0.00,0.00,152.50,0.00,0,943.27,15.25,147.50,81.25,155.55,9432.73
6921,嘉雨思-創,133942,0,0.00,0.00,0.00,68.20,0.00,0,13.39,6.82,63.20,39.10,69.56,133.94
6923,中台,443058,0,0.00,0.00,0.00,97.50,0.00,0,44.31,9.75,92.50,53.75,99.45,443.06
6924,榮惠-KY創,22001,0,0.00,0.00,0.00,64.60,0.00,0,2.20,6.46,59.60,37.30,65.89,22.00
6928,攸泰科技,219979,0,0.00,0.00,0.00,55.10,0.00,0,22.00,5.51,50.10,32.55,56.20,219.98
6931,青松健康,172781,0,0.00,0.00,0.00,55.80,0.00,0,17.28,5.58,50.80,32.90,56.92,172.78
6933,AMAX-KY,83244,0,0.00,0.00,0.00,142.50,0.00,0,8.32,14.25,137.50,76.25,145.35,83.24
6936,永鴻生技,47085,0,0.00,0.00,0.00,35.20,0.00,0,4.71,3.52,30.20,22.60,35.90,47.09
6937,天虹,162064,0,0.00,0.00,0.00,215.50,0.00,0,16.21,21.55,210.50,112.75,219.81,162.06
6944,兆聯實業,548992,0,0.00,0.00,0.00,732.00,0.00,0,54.90,73.20,727.00,371.00,746.64,548.99
6949,沛爾生醫-創,578263,0,0.00,0.00,0.00,426.00,0.00,0,57.83,42.60,421.00,218.00,434.52,578.26
6951,青新-創,80611,0,0.00,0.00,0.00,74.50,0.00,0,8.06,7.45,69.50,42.25,75.99,80.61
6952,大武山,18734,0,0.00,0.00,0.00,42.30,0.00,0,1.87,4.23,37.30,26.15,43.15,18.73
6955,邦睿生技-創,37,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
6957,裕慶-KY,41939,0,0.00,0.00,0.00,182.50,0.00,0,4.19,18.25,177.50,96.25,186.15,41.94
6958,日盛台駿,38418,0,0.00,0.00,0.00,15.10,0.00,0,3.84,1.51,10.10,12.55,15.40,38.42
6958A,日盛台駿甲特,26000,0,0.00,0.00,0.00,19.10,0.00,0,2.60,1.91,14.10,14.55,19.48,26.00
6962,奕力-KY,4376494,0,0.00,0.00,0.00,39.80,0.00,0,437.65,3.98,34.80,24.90,40.60,4376.49
6965,中傑-KY,35753,0,0.00,0.00,0.00,82.00,0.00,0,3.58,8.20,77.00,46.00,83.64,35.75
6969,成信實業*-創,30054,0,0.00,0.00,0.00,32.80,0.00,0,3.01,3.28,27.80,21.40,33.46,30.05
6988,威力暘-創,67472,0,0.00,0.00,0.00,18.45,0.00,0,6.75,1.84,13.45,14.22,18.82,67.47
6994,富威電力,667039,0,0.00,0.00,0.00,94.50,0.00,0,66.70,9.45,89.50,52.25,96.39,667.04
7610,聯友金屬-創,730631,0,0.00,0.00,0.00,187.00,0.00,0,73.06,18.70,182.00,98.50,190.74,730.63
7631,聚賢研發-創,17245,0,0.00,0.00,0.00,118.00,0.00,0,1.72,11.80,113.00,64.00,120.36,17.25
7705,三商餐飲,36818,0,0.00,0.00,0.00,39.40,0.00,0,3.68,3.94,34.40,24.70,40.19,36.82
7711,永擎,176177,0,0.00,0.00,0.00,232.50,0.00,0,17.62,23.25,227.50,121.25,237.15,176.18
7721,微程式,56844,0,0.00,0.00,0.00,48.00,0.00,0,5.68,4.80,43.00,29.00,48.96,56.84
7722,LINEPAY,207481,0,0.00,0.00,0.00,490.50,0.00,0,20.75,49.05,485.50,250.25,500.31,207.48
7730,暉盛-創,18146,0,0.00,0.00,0.00,101.00,0.00,0,1.81,10.10,96.00,55.50,103.02,18.15
7732,金興精密,19418,0,0.00,0.00,0.00,38.00,0.00,0,1.94,3.80,33.00,24.00,38.76,19.42
7736,虎山,8060,0,0.00,0.00,0.00,88.20,0.00,0,0.81,8.82,83.20,49.10,89.96,8.06
7740,熙特爾-創,63556,0,0.00,0.00,0.00,164.00,0.00,0,6.36,16.40,159.00,87.00,167.28,63.56
7749,意騰-KY,635415,0,0.00,0.00,0.00,418.00,0.00,0,63.54,41.80,413.00,214.00,426.36,635.41
7750,新代,323658,0,0.00,0.00,0.00,899.00,0.00,0,32.37,89.90,894.00,454.50,916.98,323.66
7765,中華資安,48115,0,0.00,0.00,0.00,259.00,0.00,0,4.81,25.90,254.00,134.50,264.18,48.12
7769,鴻勁,565094,0,0.00,0.00,0.00,3730.00,0.00,0,56.51,373.00,3725.00,1870.00,3804.60,565.09
7780,大研生醫*,16430467,0,0.00,0.00,0.00,26.00,0.00,0,1643.05,2.60,21.00,18.00,26.52,16430.47
7786,東方風能,455889,0,0.00,0.00,0.00,155.00,0.00,0,45.59,15.50,150.00,82.50,158.10,455.89
7788,松川精密,1333749,0,0.00,0.00,0.00,162.00,0.00,0,133.37,16.20,157.00,86.00,165.24,1333.75
7791,皇家可口,41891,0,0.00,0.00,0.00,70.80,0.00,0,4.19,7.08,65.80,40.40,72.22,41.89
7795,長廣,1830934,0,0.00,0.00,0.00,353.00,0.00,0,183.09,35.30,348.00,181.50,360.06,1830.93
7799,禾榮科,252539,0,0.00,0.00,0.00,428.00,0.00,0,25.25,42.80,423.00,219.00,436.56,252.54
8011,台通,1497638,0,0.00,0.00,0.00,22.35,0.00,0,149.76,2.24,17.35,16.18,22.80,1497.64
8016,矽創,419285,0,0.00,0.00,0.00,191.00,0.00,0,41.93,19.10,186.00,100.50,194.82,419.29
8021,尖點,2634064,0,0.00,0.00,0.00,225.50,0.00,0,263.41,22.55,220.50,117.75,230.01,2634.06
8028,昇陽半導體,3583737,0,0.00,0.00,0.00,172.50,0.00,0,358.37,17.25,167.50,91.25,175.95,3583.74
8033,雷虎,926883,0,0.00,0.00,0.00,153.00,0.00,0,92.69,15.30,148.00,81.50,156.06,926.88
8039,台虹,36562072,0,0.00,0.00,0.00,92.10,0.00,0,3656.21,9.21,87.10,51.05,93.94,36562.07
8045,達運光電,1773417,0,0.00,0.00,0.00,77.20,0.00,0,177.34,7.72,72.20,43.60,78.74,1773.42
8046,南電,5186357,0,0.00,0.00,0.00,368.50,0.00,0,518.64,36.85,363.50,189.25,375.87,5186.36
8070,長華*,7217681,0,0.00,0.00,0.00,47.50,0.00,0,721.77,4.75,42.50,28.75,48.45,7217.68
8072,陞泰,175212,0,0.00,0.00,0.00,31.90,0.00,0,17.52,3.19,26.90,20.95,32.54,175.21
8081,致新,524998,0,0.00,0.00,0.00,228.00,0.00,0,52.50,22.80,223.00,119.00,232.56,525.00
8101,華冠,4576,0,0.00,0.00,0.00,15.65,0.00,0,0.46,1.56,10.65,12.82,15.96,4.58
8103,瀚荃,2257890,0,0.00,0.00,0.00,94.30,0.00,0,225.79,9.43,89.30,52.15,96.19,2257.89
8104,錸寶,2677861,0,0.00,0.00,0.00,37.60,0.00,0,267.79,3.76,32.60,23.80,38.35,2677.86
8105,凌巨,2898240,0,0.00,0.00,0.00,13.70,0.00,0,289.82,1.37,8.70,11.85,13.97,2898.24
8110,華東,60960607,0,0.00,0.00,0.00,76.30,0.00,0,6096.06,7.63,71.30,43.15,77.83,60960.61
8112,至上,26400858,0,0.00,0.00,0.00,75.20,0.00,0,2640.09,7.52,70.20,42.60,76.70,26400.86
8112A,至上甲特,68521,0,0.00,0.00,0.00,44.60,0.00,0,6.85,4.46,39.60,27.30,45.49,68.52
8114,振樺電,580413,0,0.00,0.00,0.00,190.50,0.00,0,58.04,19.05,185.50,100.25,194.31,580.41
8131,福懋科,55077275,0,0.00,0.00,0.00,78.00,0.00,0,5507.73,7.80,73.00,44.00,79.56,55077.28
8150,南茂,41168460,0,0.00,0.00,0.00,64.50,0.00,0,4116.85,6.45,59.50,37.25,65.79,41168.46
8162,微矽電子-創,200679,0,0.00,0.00,0.00,38.40,0.00,0,20.07,3.84,33.40,24.20,39.17,200.68
8163,達方,917214,0,0.00,0.00,0.00,32.70,0.00,0,91.72,3.27,27.70,21.35,33.35,917.21
8201,無敵,243747,0,0.00,0.00,0.00,15.00,0.00,0,24.37,1.50,10.00,12.50,15.30,243.75
8210,勤誠,2458018,0,0.00,0.00,0.00,949.00,0.00,0,245.80,94.90,944.00,479.50,967.98,2458.02
8213,志超,802427,0,0.00,0.00,0.00,35.75,0.00,0,80.24,3.58,30.75,22.88,36.47,802.43
8215,明基材,1671314,0,0.00,0.00,0.00,20.45,0.00,0,167.13,2.04,15.45,15.22,20.86,1671.31
8222,寶一,301429,0,0.00,0.00,0.00,43.00,0.00,0,30.14,4.30,38.00,26.50,43.86,301.43
8249,菱光,2017150,0,0.00,0.00,0.00,59.10,0.00,0,201.72,5.91,54.10,34.55,60.28,2017.15
8261,富鼎,1451592,0,0.00,0.00,0.00,95.20,0.00,0,145.16,9.52,90.20,52.60,97.10,1451.59
8271,宇瞻,7934279,0,0.00,0.00,0.00,113.00,0.00,0,793.43,11.30,108.00,61.50,115.26,7934.28
8341,日友,491752,0,0.00,0.00,0.00,78.10,0.00,0,49.18,7.81,73.10,44.05,79.66,491.75
8367,建新國際,35367,0,0.00,0.00,0.00,42.80,0.00,0,3.54,4.28,37.80,26.40,43.66,35.37
8374,羅昇,3237714,0,0.00,0.00,0.00,90.70,0.00,0,323.77,9.07,85.70,50.35,92.51,3237.71
8404,百和興業-KY,437474,0,0.00,0.00,0.00,23.45,0.00,0,43.75,2.34,18.45,16.73,23.92,437.47
8411,福貞-KY,62270,0,0.00,0.00,0.00,11.90,0.00,0,6.23,1.19,6.90,10.95,12.14,62.27
8422,可寧衛*,82363093,0,0.00,0.00,0.00,39.25,0.00,0,8236.31,3.92,34.25,24.62,40.04,82363.09
8429,金麗-KY,358772,0,0.00,0.00,0.00,7.47,0.00,0,35.88,0.75,2.47,8.73,7.62,358.77
8438,昶昕,3345838,0,0.00,0.00,0.00,66.00,0.00,0,334.58,6.60,61.00,38.00,67.32,3345.84
8442,威宏-KY,49663,0,0.00,0.00,0.00,70.50,0.00,0,4.97,7.05,65.50,40.25,71.91,49.66
8443,阿瘦,8013,0,0.00,0.00,0.00,11.50,0.00,0,0.80,1.15,6.50,10.75,11.73,8.01
8454,富邦媒,317425,0,0.00,0.00,0.00,191.00,0.00,0,31.74,19.10,186.00,100.50,194.82,317.43
8462,柏文,95805,0,0.00,0.00,0.00,147.00,0.00,0,9.58,14.70,142.00,78.50,149.94,95.81
8463,潤泰材,59282,0,0.00,0.00,0.00,26.60,0.00,0,5.93,2.66,21.60,18.30,27.13,59.28
8464,億豐,551601,0,0.00,0.00,0.00,416.00,0.00,0,55.16,41.60,411.00,213.00,424.32,551.60
8466,美吉吉-KY,78755,0,0.00,0.00,0.00,22.50,0.00,0,7.88,2.25,17.50,16.25,22.95,78.75
8467,波力-KY,29465,0,0.00,0.00,0.00,185.50,0.00,0,2.95,18.55,180.50,97.75,189.21,29.46
8473,山林水,434167,0,0.00,0.00,0.00,38.80,0.00,0,43.42,3.88,33.80,24.40,39.58,434.17
8476,台境*,1530305,0,0.00,0.00,0.00,20.45,0.00,0,153.03,2.04,15.45,15.22,20.86,1530.31
8478,東哥遊艇,131003,0,0.00,0.00,0.00,190.00,0.00,0,13.10,19.00,185.00,100.00,193.80,131.00
8481,政伸,20202,0,0.00,0.00,0.00,42.15,0.00,0,2.02,4.21,37.15,26.07,42.99,20.20
8482,商億-KY,6000,0,0.00,0.00,0.00,47.50,0.00,0,0.60,4.75,42.50,28.75,48.45,6.00
8487,愛爾達-創,16643,0,0.00,0.00,0.00,80.20,0.00,0,1.66,8.02,75.20,45.10,81.80,16.64
8488,吉源-KY,15004,0,0.00,0.00,0.00,9.95,0.00,0,1.50,0.99,4.95,9.97,10.15,15.00
8499,鼎炫-KY,312218,0,0.00,0.00,0.00,311.00,0.00,0,31.22,31.10,306.00,160.50,317.22,312.22
8926,台汽電,1251974,0,0.00,0.00,0.00,44.00,0.00,0,125.20,4.40,39.00,27.00,44.88,1251.97
8940,新天地,90143,0,0.00,0.00,0.00,20.30,0.00,0,9.01,2.03,15.30,15.15,20.71,90.14
8996,高力,391244,0,0.00,0.00,0.00,725.00,0.00,0,39.12,72.50,720.00,367.50,739.50,391.24
9103,美德醫療-DR,829661,0,0.00,0.00,0.00,4.56,0.00,0,82.97,0.46,-0.44,7.28,4.65,829.66
910322,康師傅-DR,24728,0,0.00,0.00,0.00,23.05,0.00,0,2.47,2.31,18.05,16.52,23.51,24.73
9105,泰金寶-DR,12531938,0,0.00,0.00,0.00,6.12,0.00,0,1253.19,0.61,1.12,8.06,6.24,12531.94
910861,神州-DR,4000,0,0.00,0.00,0.00,5.66,0.00,0,0.40,0.57,0.66,7.83,5.77,4.00
9110,越南控-DR,64034,0,0.00,0.00,0.00,3.05,0.00,0,6.40,0.30,-1.95,6.53,3.11,64.03
911608,明輝-DR,230448,0,0.00,0.00,0.00,2.69,0.00,0,23.04,0.27,-2.31,6.34,2.74,230.45
911622,泰聚亨-DR,24006,0,0.00,0.00,0.00,3.87,0.00,0,2.40,0.39,-1.13,6.94,3.95,24.01
911868,同方友友-DR,182800,0,0.00,0.00,0.00,1.30,0.00,0,18.28,0.13,-3.70,5.65,1.33,182.80
912000,晨訊科-DR,2470958,0,0.00,0.00,0.00,2.70,0.00,0,247.10,0.27,-2.30,6.35,2.75,2470.96
9136,巨騰-DR,156300,0,0.00,0.00,0.00,8.08,0.00,0,15.63,0.81,3.08,9.04,8.24,156.30
9802,鈺齊-KY,1814501,0,0.00,0.00,0.00,95.30,0.00,0,181.45,9.53,90.30,52.65,97.21,1814.50
9902,台火,529220,0,0.00,0.00,0.00,17.70,0.00,0,52.92,1.77,12.70,13.85,18.05,529.22
9904,寶成,8668576,0,0.00,0.00,0.00,30.70,0.00,0,866.86,3.07,25.70,20.35,31.31,8668.58
9905,大華,58246,0,0.00,0.00,0.00,20.00,0.00,0,5.82,2.00,15.00,15.00,20.40,58.25
9906,欣巴巴,120556,0,0.00,0.00,0.00,45.50,0.00,0,12.06,4.55,40.50,27.75,46.41,120.56
9907,統一實,1703784,0,0.00,0.00,0.00,18.70,0.00,0,170.38,1.87,13.70,14.35,19.07,1703.78
9908,大台北,354940,0,0.00,0.00,0.00,29.70,0.00,0,35.49,2.97,24.70,19.85,30.29,354.94
9910,豐泰,2979729,0,0.00,0.00,0.00,95.20,0.00,0,297.97,9.52,90.20,52.60,97.10,2979.73
9911,櫻花,173126,0,0.00,0.00,0.00,84.10,0.00,0,17.31,8.41,79.10,47.05,85.78,173.13
9912,偉聯,34579,0,0.00,0.00,0.00,11.90,0.00,0,3.46,1.19,6.90,10.95,12.14,34.58
9914,美利達,2869675,0,0.00,0.00,0.00,86.50,0.00,0,286.97,8.65,81.50,48.25,88.23,2869.68
9917,中保科,822776,0,0.00,0.00,0.00,105.50,0.00,0,82.28,10.55,100.50,57.75,107.61,822.78
9918,欣天然,22450,0,0.00,0.00,0.00,39.40,0.00,0,2.25,3.94,34.40,24.70,40.19,22.45
9919,康那香,827557,0,0.00,0.00,0.00,16.20,0.00,0,82.76,1.62,11.20,13.10,16.52,827.56
9921,巨大,1676710,0,0.00,0.00,0.00,92.00,0.00,0,167.67,9.20,87.00,51.00,93.84,1676.71
9924,福興,43925,0,0.00,0.00,0.00,49.80,0.00,0,4.39,4.98,44.80,29.90,50.80,43.92
9925,新保,141111,0,0.00,0.00,0.00,40.65,0.00,0,14.11,4.06,35.65,25.32,41.46,141.11
9926,新海,15238,0,0.00,0.00,0.00,49.20,0.00,0,1.52,4.92,44.20,29.60,50.18,15.24
9927,泰銘,68759,0,0.00,0.00,0.00,70.00,0.00,0,6.88,7.00,65.00,40.00,71.40,68.76
9928,中視,13686,0,0.00,0.00,0.00,18.05,0.00,0,1.37,1.81,13.05,14.03,18.41,13.69
9929,秋雨,900,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
9930,中聯資源,47893,0,0.00,0.00,0.00,70.50,0.00,0,4.79,7.05,65.50,40.25,71.91,47.89
9931,欣高,11114,0,0.00,0.00,0.00,34.00,0.00,0,1.11,3.40,29.00,22.00,34.68,11.11
9933,中鼎,1455523,0,0.00,0.00,0.00,32.15,0.00,0,145.55,3.21,27.15,21.07,32.79,1455.52
9934,成霖,729599,0,0.00,0.00,0.00,10.45,0.00,0,72.96,1.04,5.45,10.22,10.66,729.60
9935,慶豐富,234583,0,0.00,0.00,0.00,20.10,0.00,0,23.46,2.01,15.10,15.05,20.50,234.58
9937,全國,94331,0,0.00,0.00,0.00,56.60,0.00,0,9.43,5.66,51.60,33.30,57.73,94.33
9938,百和,1071382,0,0.00,0.00,0.00,51.10,0.00,0,107.14,5.11,46.10,30.55,52.12,1071.38
9939,宏全,797917,0,0.00,0.00,0.00,119.00,0.00,0,79.79,11.90,114.00,64.50,121.38,797.92
9940,信義,268733,0,0.00,0.00,0.00,22.15,0.00,0,26.87,2.21,17.15,16.07,22.59,268.73
9941,裕融,1269528,0,0.00,0.00,0.00,79.10,0.00,0,126.95,7.91,74.10,44.55,80.68,1269.53
9941A,裕融甲特,7044,0,0.00,0.00,0.00,50.20,0.00,0,0.70,5.02,45.20,30.10,51.20,7.04
9942,茂順,95669,0,0.00,0.00,0.00,111.00,0.00,0,9.57,11.10,106.00,60.50,113.22,95.67
9943,好樂迪,48633,0,0.00,0.00,0.00,59.70,0.00,0,4.86,5.97,54.70,34.85,60.89,48.63
9944,新麗,40202,0,0.00,0.00,0.00,16.80,0.00,0,4.02,1.68,11.80,13.40,17.14,40.20
9945,潤泰新,3461689,0,0.00,0.00,0.00,29.10,0.00,0,346.17,2.91,24.10,19.55,29.68,3461.69
9946,三發地產,127448,0,0.00,0.00,0.00,17.40,0.00,0,12.74,1.74,12.40,13.70,17.75,127.45
9955,佳龍,5915593,0,0.00,0.00,0.00,38.05,0.00,0,591.56,3.80,33.05,24.02,38.81,5915.59
9958,世紀鋼,1110252,0,0.00,0.00,0.00,137.50,0.00,0,111.03,13.75,132.50,73.75,140.25,1110.25
